id,summary
tifu-test-08065,my brother's dad was a kid.
tifu-test-08066,"i tried to get a girl, got my friend was an guy."
tifu-test-08067,"i tried to get a job, ended up my boss."
tifu-test-08068,"i tried to get a girl with my friend's girlfriend, she was going out of her sister."
tifu-test-08069,"i tried to get a shower, got caught my face."
tifu-test-08070,"i tried to get a guy, got stuck up my face."
tifu-test-08071,"i tried to get a new door, got stuck up my head of the floor and ended out."
tifu-test-08072,"i tried to get a girl, but i am going out of my friend."
tifu-test-08073,"i was a girl, i'm going to get my friend."
tifu-test-08074,"i tried to get my car and got a door,"
tifu-test-08075,"i tried to get a guy, got caught out of my friend and i was stuck up with the police."
tifu-test-08076,"i tried to get a guy, got caught the kid and ended up out of front."
tifu-test-08077,"tried to get a girl, got caught up with my girlfriend."
tifu-test-08078,"i tried to get a new job, got caught my phone."
tifu-test-08079,tried to get a picture of my phone.
tifu-test-08080,"tried to get a car, ended up the road."
tifu-test-08081,"tried to get a guy, got caught out of my friend."
tifu-test-08082,"i tried to get a little day, got stuck up my finger."
tifu-test-08083,"tried to make a fire, got burnt up my house."
tifu-test-08084,"i tried to get a game of the party, ended up my friend."
tifu-test-08085,"i was going to get a new job, got stuck up my phone."
tifu-test-08086,"i tried to make a new house, got stuck up my phone and now i'm not get the room."
tifu-test-08087,"tried to get a car, got stuck up with my dad's house."
tifu-test-08088,"i was a guy and my brother's friend, i had been to get the school."
tifu-test-08089,i was a picture of my girlfriend and i'm married to get her mom's family.
tifu-test-08090,"i tried to get a kid, got caught my house."
tifu-test-08091,"i tried to get a water, got my nose and ended up the hospital."
tifu-test-08092,i tried to get a lot of my nose.
tifu-test-08093,"tried to get a girl with my girlfriend,"
tifu-test-08094,"i tried to get a girl, ended up my girlfriend."
tifu-test-08095,"tried to be a girl, ended up my phone."
tifu-test-08096,"i was a wrong of my school, got caught to get an class."
tifu-test-08097,"i tried to get a car, ended up my mother's house."
tifu-test-08098,"i tried to make my house, got a shower."
tifu-test-08099,"went to get a girl, got caught my girlfriend and ended up the bathroom."
tifu-test-08100,i didn't know i'm a new birthday.
tifu-test-08101,"i tried to get a girl, got caught my teacher i was an school."
tifu-test-08102,"tried to get a girl, got caught my mom's house."
tifu-test-08103,"i tried to get a car, got stuck up the road."
tifu-test-08104,"i tried to get a girl, ended up my house."
tifu-test-08105,"i tried to get a girl, got drunk with my mom's house."
tifu-test-08106,"i tried to get a new girl, but i was stuck up the first day."
tifu-test-08107,"tried to get a guy, got caught out of my boss."
tifu-test-08108,"i tried to eat a cat dog, ended up my house."
tifu-test-08109,"i was a joke of my friend's brother,"
tifu-test-08110,"i went to get a few day, got caught up my phone."
tifu-test-08111,"tried to get a pit, got caught up my face of the floor."
tifu-test-08112,"i tried to get a game, got stuck up my hand."
tifu-test-08113,"i tried to get a party, got caught my dad's house."
tifu-test-08114,"i tried to get a new job, got stuck up my house."
tifu-test-08115,"i tried to get a girl, got drunk with my girlfriend."
tifu-test-08116,"i tried to get a wrong of the door, got stuck up out."
tifu-test-08117,"i tried to get a girl, i was going out of my girlfriend."
tifu-test-08118,"i went to get drunk, got a party with my friend and ended up out of the house."
tifu-test-08119,i was a lot of the middle time i didn't go to get an shit.
tifu-test-08120,"i tried to get a little kid, got stuck up my finger and ended out of the foot."
tifu-test-08121,i tried to make a fire of my house.
tifu-test-08122,"i tried to get a job, ended up my boss."
tifu-test-08123,"i tried to get a lot of my car, got stuck up and ended out in the shit."
tifu-test-08124,"i tried to get a wrong of the door,"
tifu-test-08125,"i went to get a new room of my house, got stuck up in the first time."
tifu-test-08126,"i tried to get a girl, got caught my girlfriend and i was going out of the first time."
tifu-test-08127,i was a girl with my girlfriend.
tifu-test-08128,"i tried to get a girl, ended up my pants and got stuck out of the wrong."
tifu-test-08129,"i tried to get a little girl, ended up my face."
tifu-test-08130,"i tried to get a girl, got caught my car and ended up the road."
tifu-test-08131,"i tried to get a car, got my bike and ended up the road."
tifu-test-08132,"i tried to get a new job, ended up my nose."
tifu-test-08133,"tried to get a shower, got stuck up my face."
tifu-test-08134,"i tried to get a girl, ended up with my girlfriend."
tifu-test-08135,"i tried to get a guy, got drunk in the road."
tifu-test-08136,"i tried to get a pizza, got drunk and ended up my face."
tifu-test-08137,"i tried to get a picture of my mom's family, and i was going to go out."
tifu-test-08138,"went to get a friend, got drunk with my car."
tifu-test-08139,"i tried to get a picture of my friend, i was stuck up the new guy."
tifu-test-08140,"i tried to get a girl, ended up my hair."
tifu-test-08141,"i tried to get a dick, ended up my penis."
tifu-test-08142,i got a new job of my friend and i was going to get the first day.
tifu-test-08143,"i tried to get a girl, got caught my car and ended up out of the road."
tifu-test-08144,"i tried to get a fire of my house,"
tifu-test-08145,"i was sick, i didn't have a shit."
tifu-test-08146,"i tried to get a girl,"
tifu-test-08147,"i went to get a bar, got drunk and ended up my house."
tifu-test-08148,i told my sister's family and she was married to tell her mom.
tifu-test-08149,"i tried to get a new computer, got stuck up my boss."
tifu-test-08150,"i tried to get a pizza, but i didn't buy my boss."
tifu-test-08151,"i tried to get a car, got caught up my house."
tifu-test-08152,"i tried to get a girl, got caught my mom's house."
tifu-test-08153,i was a girl in my friend and i didn't be the school.
tifu-test-08154,"i tried to get a car, got caught my house."
tifu-test-08155,"got drunk, got a shower and ended up my bathroom."
tifu-test-08156,"i tried to watch a movie of my mom, ended up the first day."
tifu-test-08157,"i tried to get a shower, got my bathroom and ended up the toilet."
tifu-test-08158,i tried to get a doctor.
tifu-test-08159,"i tried to get a girl, i didn't know it was going out of my friend."
tifu-test-08160,"i was a lot of my boss, but i didn't be going to make the same day."
tifu-test-08161,"i tried to get a toilet, ended up the bathroom."
tifu-test-08162,"i went to get a party, got drunk and ended up my car."
tifu-test-08163,"i tried to get a new job, ended up the floor and got stuck out of my boss."
tifu-test-08164,"i tried to get a bike, got stuck up my car and ended out of the road."
tifu-test-08165,"tried to be a girl, ended up my nose."
tifu-test-08166,"i tried to get a dog and got caught my cat, but he was killed him."
tifu-test-08167,"i tried to get a cat dog, got caught my house."
tifu-test-08168,"i tried to get a girl, but i didn't know it was not have the whole life."
tifu-test-08169,"i tried to get a bag, got stuck up the store of my car."
tifu-test-08170,"i tried to be a new boss, but i was been the same time."
tifu-test-08171,"i tried to get a pizza, ended up my cat."
tifu-test-08172,"i tried to get a girl, got caught up the cat and i was going out of my house."
tifu-test-08173,"tried to get a flight, got caught up the train."
tifu-test-08174,"i tried to get a razor, ended up my face of the shower."
tifu-test-08175,"got drunk, got a girl and ended up with my girlfriend."
tifu-test-08176,i tried to use a new house and now i didn't be the fire.
tifu-test-08177,"i was a class of my friend, i didn't be the school."
tifu-test-08178,"i tried to make a bottle of the water,"
tifu-test-08179,"i went to get a big car, ended up the door."
tifu-test-08180,"i tried to get a new car, but i didn't be the same job."
tifu-test-08181,"i tried to get a girl, got married with my girlfriend."
tifu-test-08182,"i was a new birthday, i didn't get my family."
tifu-test-08183,"i tried to use a new computer, got stuck up my car."
tifu-test-08184,"i tried to make my friend's house, i was a few weeks."
tifu-test-08185,"i tried to get a road with my foot, ended up the car."
tifu-test-08186,"i tried to get a shower, ended up my house."
tifu-test-08187,"tried to get a guy, got caught my face of the car."
tifu-test-08188,"i tried to get a girl, got drunk with my friend and i was supposed out of me."
tifu-test-08189,"i tried to get a shit, ended up my toilet."
tifu-test-08190,"i tried to get a girl, got my nose and i was stuck up out."
tifu-test-08191,"tried to get a shower, ended up my bathroom and got stuck out of the floor."
tifu-test-08192,"went to get a girl, got caught up with my friend."
tifu-test-08193,"tried to get a pit, got caught up with my foot."
tifu-test-08194,"i tried to get a game of the wrong, got stuck up my hand."
tifu-test-08195,"i tried to play a video of my internet, ended up the movie."
tifu-test-08196,"i tried to get a little school, got caught up in the middle of my teacher."
tifu-test-08197,"tried to get a girl, got caught up with my girlfriend."
tifu-test-08198,"i tried to get a new computer, and now i didn't be play it."
tifu-test-08199,"i was a lot of my dick, got to get the first day."
tifu-test-08200,"i was a girl, i'm going to go out of my friend."
tifu-test-08201,"tried to take my bathroom, got a shower with the toilet."
tifu-test-08202,"i tried to get a bus, got caught up the train."
tifu-test-08203,"i was going to get a girl, ended up the bus."
tifu-test-08204,"i was a lot of my ass,"
tifu-test-08205,"i tried to get a big school, got caught the middle of my friend and ended up."
tifu-test-08206,"i tried to get a wrong of my friend, ended up the school."
tifu-test-08207,"i tried to get a new computer, i'm stuck up my phone."
tifu-test-08208,"i tried to get a new dog and got caught my cat, i was going out of the same time."
tifu-test-08209,"i tried to get a girl, i was going out of my girlfriend."
tifu-test-08210,"i tried to get a guy, got my friend and i didn't know it."
tifu-test-08211,"tried to make a party, ended up my house."
tifu-test-08212,"i tried to get a girl, but i didn't be my girlfriend."
tifu-test-08213,"i tried to get a new room, ended up out of my bedroom."
tifu-test-08214,"i tried to get a girl with my friend,"
tifu-test-08215,"i tried to get a dentist, got my nose and ended up the doctor."
tifu-test-08216,"i tried to get a kid, got caught my dog and i was killed it."
tifu-test-08217,"i told a guy to get my boss, i didn't know it was an job."
tifu-test-08218,i tried to get a fire with my house.
tifu-test-08219,"i tried to get a shit, ended up my house."
tifu-test-08220,"i tried to get a shower with my nose, ended up the bathroom."
tifu-test-08221,"i tried to get a girl, ended up my nose and got out of the floor."
tifu-test-08222,i tried to get a dentist and ended up my nose.
tifu-test-08223,"i tried to get a bottle, got drunk and ended up the bathroom."
tifu-test-08224,"i tried to fix a new computer, and now i'm stuck up my car."
tifu-test-08225,i was a job of my boss.
tifu-test-08226,"tried to get a train, got stuck up my foot."
tifu-test-08227,"i went to get a party, got caught my girlfriend and ended up the first day."
tifu-test-08228,"i tried to get a cat, ended up the shower."
tifu-test-08229,"i tried to get a wrong of my foot, ended up the train."
tifu-test-08230,i tried to get a new job of my nose.
tifu-test-08231,i was a job of my boss.
tifu-test-08232,"i tried to play a game of my friend, i was playing the first time."
tifu-test-08233,"i tried to get a guy, got drunk and ended up my friend."
tifu-test-08234,"i tried to get a new car, got caught up my house."
tifu-test-08235,"i tried to get a kid, got caught my friend's school."
tifu-test-08236,"i tried to get a kid, got caught out of my friend."
tifu-test-08237,"tried to make my house,"
tifu-test-08238,"i tried to get a shower, got my bathroom and ended up the toilet."
tifu-test-08239,"tried to get a pit, got caught out of my house."
tifu-test-08240,"i tried to get a girl, ended up my face of the bathroom."
tifu-test-08241,"tried to get a shower,"
tifu-test-08242,"i tried to get a girl, got caught my friend and ended up out of the police."
tifu-test-08243,"i tried to get a guy,"
tifu-test-08244,"tried to get a shower, got stuck up my foot."
tifu-test-08245,"i tried to get a new room, got stuck up my house."
tifu-test-08246,i tried to get a picture of my friend and ended up the first day.
tifu-test-08247,"i tried to get a guy, got caught my friend and ended up the game."
tifu-test-08248,"i tried to get a new job, got caught my head of the floor."
tifu-test-08249,"i tried to get a fire, got caught up my face of the road."
tifu-test-08250,"i tried to get a guy, got caught out of the police."
tifu-test-08251,"i tried to get a test of my friend, ended up the school."
tifu-test-08252,"i tried to get a new job, got stuck up my boss."
tifu-test-08253,"i tried to get a dog, ended up my nose and got caught the cat."
tifu-test-08254,"tried to take a girl, ended up my nose."
tifu-test-08255,"tried to get a kid, got caught the school."
tifu-test-08256,i got a job for my boss and i didn't have be work.
tifu-test-08257,"i tried to get a girl, got my boss and i didn't know it."
tifu-test-08258,"i tried to get a new car, got stuck up the road."
tifu-test-08259,"tried to get a shower, ended up my penis."
tifu-test-08260,"went to get a car, got caught out of the road and ended up my house."
tifu-test-08261,"i went to get a little friend's house, got caught my brother and now i was been seen it."
tifu-test-08262,"i tried to get a shower, got caught my toilet."
tifu-test-08263,"i tried to eat my house,"
tifu-test-08264,i tried to get a game of my head and got stuck up the road.
tifu-test-08265,"i tried to get a guy, got caught up the bus and ended out of my foot."
tifu-test-08266,"tried to get a guy, got stuck up with my arm."
tifu-test-08267,"i tried to get a cat dog, ended up the shower."
tifu-test-08268,i tried to get a new store of my wallet.
tifu-test-08269,"i tried to get my house, got a new room and ended up out of the floor."
tifu-test-08270,"i was a girl, i didn't know the school."
tifu-test-08271,"i tried to get a guy, got an bike."
tifu-test-08272,i tried to be a new room and ended up my house.
tifu-test-08273,"i was a job of my boss, i didn't know it."
tifu-test-08274,"i went to get a shower, got caught my bathroom and ended up the toilet."
tifu-test-08275,"i tried to get a toilet, ended up my bathroom and got the shower."
tifu-test-08276,"tried to make a shower, ended up my house."
tifu-test-08277,i tried to get a dentist and got my nose of the doctor.
tifu-test-08278,"i was a girl, i didn't know my mom's mother."
tifu-test-08279,"went to get a girl, got caught out of my car."
tifu-test-08280,"i tried to get a test of my professor, but i didn't have the exam."
tifu-test-08281,"i was a lot of my house, ended up the car."
tifu-test-08282,"i went to get a girl, got caught my girlfriend and she was going to go out of the school."
tifu-test-08283,"i tried to get a guy, ended up the front of my boss."
tifu-test-08284,"i was a lot of the door, ended up my room."
tifu-test-08285,"tried to get a shower,"
tifu-test-08286,"i didn't read my friend's school, i was a professor and ended up the class."
tifu-test-08287,"i tried to get a big friend, ended up my brother's house."
tifu-test-08288,"i tried to get a girl, ended up my girlfriend."
tifu-test-08289,"i tried to get a picture of my friend, but i was stuck up out."
tifu-test-08290,i was a job of my boss.
tifu-test-08291,"tried to get a shower, ended up my face."
tifu-test-08292,"i tried to get a guy, got caught out of my car."
tifu-test-08293,"i was a cat of my dog, i had been to get the same day."
tifu-test-08294,"i went to get a new car, got stuck up my house."
tifu-test-08295,"i tried to get a kid, got caught up my nose and ended out of the bathroom."
tifu-test-08296,"went to get a girl, got drunk with the party of my friend."
tifu-test-08297,i went to get a shower and got my face of the toilet.
tifu-test-08298,"i was a joke of my friend,"
tifu-test-08299,"i tried to get drunk, got a lot of my friend."
tifu-test-08300,"i tried to get a girl, ended up the door and got caught out of my car."
tifu-test-08301,"i tried to get a bike, got stuck up my foot."
tifu-test-08302,"i was a wrong of my friend,"
tifu-test-08303,"i tried to make my friend's house, i was a little thing."
tifu-test-08304,"tried to get a shower, got caught up my phone."
tifu-test-08305,"tried to get a knife, got stuck up my hand."
tifu-test-08306,"i tried to get a movie of my phone, ended up in the first time."
tifu-test-08307,"i tried to get a game of my friend, got stuck up the party."
tifu-test-08308,"i tried to take my phone, got a bathroom and i didn't get the toilet."
tifu-test-08309,"i tried to get a kid, got drunk and ended up my car."
tifu-test-08310,"i tried to get a door and got my house, i was locked up the room."
tifu-test-08311,"i was a guy of the school, got fired up my friend."
tifu-test-08312,"i tried to get a girl, got stuck up my head and ended out of the face."
tifu-test-08313,i was a girl and i didn't know it's family.
tifu-test-08314,"tried to get my finger, got a hand."
tifu-test-08315,"i tried to get a girl, i was stuck up the door."
tifu-test-08316,"i tried to get a picture of my friend's girl,"
tifu-test-08317,i thought i was a wrong of my teacher.
tifu-test-08318,"i tried to get a guy, got stuck up my head."
tifu-test-08319,"i tried to get a guy, got stuck up my head of the road."
tifu-test-08320,"i tried to get a bike and got my car,"
tifu-test-08321,"tried to take a glass, got my finger and ended up the floor."
tifu-test-08322,"i tried to use a new car, ended up my house."
tifu-test-08323,"i tried to get a new car, got stuck up my dad's house."
tifu-test-08324,"tried to get a girl, ended up my hand of the face."
tifu-test-08325,"i tried to get my house, got a cat's room and ended up the bed."
tifu-test-08326,"i tried to get a new school, got stuck up my car."
tifu-test-08327,"i tried to get a shit, ended up my ass and got stuck in the floor."
tifu-test-08328,"i tried to get a game, got stuck up my head of the party."
tifu-test-08329,"i tried to get a girl, ended up my head of the school."
tifu-test-08330,"i tried to get a guy, got drunk in the car."
tifu-test-08331,"i tried to get a hospital, ended up my head of the doctor."
tifu-test-08332,"i tried to get a guy with my friend, ended up out of the first time."
tifu-test-08333,"i tried to get a new job, got stuck up my boss."
tifu-test-08334,"i tried to read a wrong of my teacher, i didn't be the test."
tifu-test-08335,"i went to get a girl, got caught my face of the first day."
tifu-test-08336,"i didn't go to get my car, but i was a few day."
tifu-test-08337,"i got a joke,"
tifu-test-08338,"i tried to get a girl,"
tifu-test-08339,"tried to get a car, got stuck up the road."
tifu-test-08340,"i was a cat of my dog,"
tifu-test-08341,i was a girl in my friend and i got caught out of the first time.
tifu-test-08342,"i was a girl, got caught my friend and i didn't know it."
tifu-test-08343,"i tried to get a test of my friend, i didn't know it."
tifu-test-08344,i tried to get a chicken of my nose.
tifu-test-08345,"i tried to get a kid and got my nose, ended up the first day."
tifu-test-08346,"i tried to get a guy and ended up my head,"
tifu-test-08347,"tried to get a shower, got caught my bathroom."
tifu-test-08348,i tried to get a girl with my girlfriend.
tifu-test-08349,"i didn't know i was a professor,"
tifu-test-08350,"i tried to get a new night, ended up my phone."
tifu-test-08351,"i tried to get a girl, i was going out of my friend."
tifu-test-08352,i tried to get a new job of my nose.
tifu-test-08353,"i tried to get a dog, ended up my cat and now i didn't have be the hospital."
tifu-test-08354,"i tried to get a job of my car, got stuck up the door."
tifu-test-08355,"i tried to get a dog, got my house and i was caught it."
tifu-test-08356,"i tried to get a shower, ended up my bathroom."
tifu-test-08357,i tried to get a girl with my friend's house.
tifu-test-08358,"i tried to get a car, got caught my friend and ended up the road."
tifu-test-08359,i didn't know my father's house.
tifu-test-08360,"tried to make a shower with my house, ended up the bathroom."
tifu-test-08361,"i tried to get a girl, but i was going out of my mom's car."
tifu-test-08362,"i went to get a few day, got caught my house."
tifu-test-08363,"i tried to get a car, got stuck up my phone and ended out of the road."
tifu-test-08364,"i tried to get a kid, got caught my dad's house."
tifu-test-08365,"i tried to get a shower of my nose,"
tifu-test-08366,"i went to get a toilet, got caught the bathroom and ended up my penis."
tifu-test-08367,"i tried to get a new job, got stuck up my car."
tifu-test-08368,"i tried to get a girl, she was going out of my girlfriend."
tifu-test-08369,"i was a cat of my mom's house, ended up the bathroom."
tifu-test-08370,"i tried to get a new phone, got stuck up my car."
tifu-test-08371,"i tried to get a girl, got my girlfriend's friend was drunk."
tifu-test-08372,"i tried to get a girl, got my friend was going out of the school."
tifu-test-08373,"i tried to get a new birthday, but i didn't go out of my family."
tifu-test-08374,"i was a guy in the car, got caught my bike."
tifu-test-08375,"i tried to make my house, but i was burnt up the microwave."
tifu-test-08376,"i tried to get a kid, got caught my house."
tifu-test-08377,"i tried to get a few day, got stuck up my head."
tifu-test-08378,"tried to get a road, got caught up with my bike."
tifu-test-08379,"i tried to get a bike, got stuck up my car."
tifu-test-08380,"i tried to get a new job of my boss, and got stuck up it was fired."
tifu-test-08381,"i tried to get a new car, got caught up the bus."
tifu-test-08382,"got drunk, got a girl with my girlfriend."
tifu-test-08383,"i tried to get a guy, got drunk with my friend."
tifu-test-08384,"i tried to get a picture of my friend, but i didn't know it was going out."
tifu-test-08385,"i tried to get a cat dog, ended up my house."
tifu-test-08386,"tried to get a guy, got caught the hospital."
tifu-test-08387,"i was a job of my boss, i didn't know to get the first day."
tifu-test-08388,"tried to make a pot, ended up my house."
tifu-test-08389,"i tried to get a girl, got caught my dad's house."
tifu-test-08390,"i tried to get a new project of my friend, ended up it was stuck out."
tifu-test-08391,"i tried to get a party, got drunk with my house."
tifu-test-08392,"i tried to get a big job, ended up my face."
tifu-test-08393,"i tried to play a game of my internet, i didn't know it was going to get the whole time."
tifu-test-08394,"tried to make my hair,"
tifu-test-08395,"i tried to get a girl, got caught my girlfriend."
tifu-test-08396,"tried to get a dog, got caught up my dad's house."
tifu-test-08397,"tried to take a shower, ended up my bathroom and got caught the toilet."
tifu-test-08398,"i tried to get a lot of my ear, ended up the hospital."
tifu-test-08399,"i was a job of my boss, i didn't know it."
tifu-test-08400,"i tried to get a dick, ended up my penis."
tifu-test-08401,"i tried to get a bus, got caught my car in the train."
tifu-test-08402,"i was a new date of my phone, i'm supposed to pay it."
tifu-test-08403,"i tried to get a guy, got an game of the wrong."
tifu-test-08404,"tried to get a shower, ended up my pants."
tifu-test-08405,"i told my girlfriend's phone, she was a girl."
tifu-test-08406,"i tried to get a car, got caught up my wallet."
tifu-test-08407,"i tried to get a new job, got stuck up the fire."
tifu-test-08408,"i tried to get a bike and got my car, ended up the road."
tifu-test-08409,"i tried to get a girl with my girlfriend, ended up the first day."
tifu-test-08410,"tried to get a car, got caught up my house."
tifu-test-08411,i thought i didn't know the school.
tifu-test-08412,"i tried to get a job, got an few weeks."
tifu-test-08413,"i tried to get a girl, got drunk with my girlfriend."
tifu-test-08414,"tried to get a guy, ended up out of my boss."
tifu-test-08415,i was a guy in the bathroom and ended up to be an toilet.
tifu-test-08416,"i tried to get a girl, she was caught out of my girlfriend."
tifu-test-08417,"i tried to get a girl, but i didn't go out my mom."
tifu-test-08418,"went to get a friend, got drunk with my friends."
tifu-test-08419,"i tried to get a girl, got caught out of my friend and i was stuck up with the house."
tifu-test-08420,i tried to use a fire of my house.
tifu-test-08421,"i was a joke of my friend's brother,"
tifu-test-08422,"i tried to get a game, got my finger and i'm stuck up the first day."
tifu-test-08423,"i tried to get my car and got a door,"
tifu-test-08424,"i was a job of my boss, i didn't get an new job."
tifu-test-08425,i got a picture of my dad's mom and i was supposed to get me.
tifu-test-08426,"i tried to make a new computer, ended up my laptop."
tifu-test-08427,"i tried to get a guy, got stuck up my head."
tifu-test-08428,"i tried to get a few day, got my car and ended up the bathroom."
tifu-test-08429,i tried to get a new store.
tifu-test-08430,"i tried to get a girl, i was been caught her mom's house."
13862856,Mannah is going to meet her girlfriend.
13729565,Rob is going to watch the new movie.
13680171,Lenny is going to buy a new shop.
13729438,Emie is going to go home.
13828600,"Laura is going to meet a party for the restaurant. She will take her house, They'll go out with his family and but she's meeting tomorrow tonight at 5 pm on Friday."
13716964,"The friend is going to go to meet the party. They will take a beach with his house, but she'll get an meeting for her place in the gym and She's room at 5 hours."
13731487,Tom is going to buy a new shop.
13814882,Tina is going to get a job.
13680876,Laura is going to get a lot of the winter.
13809974,Henry is going to get a party.
13680771,"SKina will go to buy a party. She'll meet her mother's car, They are going to bring the new place with his parents and"
13729249,The movie is going to watch the cinema.
13680137,Laura is going to the cinema of a movie.
13864627,Mary is going to buy a car.
13681139,"Paul is going to get a party for the weekend. He will be not take him with his parents's family, but he'll send it and Tom has have stay up at Friday."
13680757,Tenny will meet the gym.
13716777,Tarth is going to get a new birthday.
13828901,John is going to get a job.
13728509,"Laura is going to see a new movie of the cinema. She's first friend and but she will meet it was not talk about her friends, He has been seen an club with his music in the same time that he didn't go to join them on the class because they have be a lot."
13728442,Mike is going to get a car.
13728958,"Marth is going to get a party. She will meet her mother's meeting with the new week, but she'll be been busy on Friday and so he can take an few weeks of his wedding at 5 months."
13862397,"Emia is going to write the study of a book. She will be studying for her exam and she has have read it's lesson,"
13829966,"Laura is going to take a new girl. She's doctor and she didn't tell her girlfriend, but he can be not ask it in the problem with an few months because she doesn't talk about her friend that she will meet him."
13864400,Emia is going to see a new place.
13716103,"The boss is going to get a party. She will meet the new place with his office, but she'll bring him up it's house and he has have go out of work for her job."
13716128,Emie is going to see the beach.
13682496,Smy is looking to call her phone.
13730015,Lerry is going to be a new job.
13731152,"Eman is going to go home. She will meet the train at 10 minutes,"
13716107,"There is going to buy a few year. He will be been busy for the new lot of his family, but he can bring some place with her parents and"
13728966,Mary is going to buy the airport.
13828761,Pula is going to see the picture.
13728735,Tom is going to drink with a party.
13828647,Mary is going to buy a doctor.
13680875,Rrew is going to buy a new car.
13829728,Maren is going to buy a new birthday.
13864532,Mary is going to play the game.
13818537,Jy is going to get a new friend.
13810120,Litch is going to see the movie.
13731040,"Aaura is going to the airport. She will meet a new place in the flight and but she's meeting her phone,"
13728229,"Senny is going to buy a new job. He will be busy for the game of his family, but he won't get some few year and"
13680571,John is going to come home.
13829773,"Linda is going to buy a new wedding. She will see her mother's house of the same year and but she was not be been busy for a lot in Christmas,"
13829332,Mike is going to send her phone.
13862428,Emie is going to see a movie.
13716025,John is going to take the new phone.
13810245,"Lylie is going to get a dog. She's cat and but she will go out of the new puppy,"
13863202,Jan is going to play a movie.
13829473,Cilly will buy a new birthday.
13819035,Tarth is going to take a gym.
13728057-1,Mike is going to get a party.
13865165,The friend is going to get a new relationship because he was angry.
13817042,Laura is going to buy a restaurant.
13730929,Caura will come to call the car.
13863033,Denny is going to buy his car.
13829923,Emia is going to see the new new new new
13729905,Lia is going to buy the new birthday.
13829307,Maura will buy a new appointment.
13611548,Laura will meet a party at the party.
13680802,Laura is going to meet the cinema.
13818220,Sma has a picture of the movie.
13819911,Peter is going to take the exam.
13864554,Kina is going to get a new job.
13715960,Jan has a new job.
13716051,"Sisa and She will go to meet a party for the restaurant. They are going to buy them with their wedding,"
13680457,Cina is going to see her sister.
13821684,Jris is going to buy the bus.
13817976,John is going to meet the train.
13612149-1,"SKia is going to meet a new weekend. She will be busy at the gym,"
13818620,Lisa is going to see the book books. She will meet it's new library of a picture and
13810034,Tom is going to buy his house.
13680607,Laura will buy a restaurant.
13821155,The daughter is going to be a party.
13681586,Mia is going to go up with a party.
13681541,"Karen is going to get a baby, but she didn't take her parents."
13680611,The game is going to the last week.
13729722,Laura is going to call the phone.
13730529,Mary is going to get a new job.
13813575,Tina is going to make a recipe for the chef.
13865384,Perry and Nick are going to go in the party.
13728017,Srew is going to be a test.
13729058,"Dennie is going to go in the restaurant. She will meet a lot of Italy and but she'll be busy for her house,"
13611803,Jack is going to hear the party.
13729817,Mike is going to watch the room.
13728051,Mary is going to buy a gift.
13810694,Tom is going to buy a new phone.
13820547,Daleie is going to buy a party.
13731456,Tom is going to watch the game.
13728313,"Frank is going to buy a new restaurant. He will go to take the first second place with his house, but he can get some lot of the pizza and"
13730868,Tom and Tom are going to meet the game.
13862919,There is going to the movie.
13682034,Dan is going to go out with the new weekend. She will get a lot of her phone and but she has have be been gone for work at Friday.
13814407,Alia is going to write the study.
13728444-1,Mma is going to buy a party.
13829161,Jul is going to see the doctor.
13680110,Linda is going to get a new gym.
13862785,Tom is going to buy a restaurant.
13681246,Emie is going to see the gym.
13715777,Sam is going to watch the video.
13729335,Jack is going to meet the party.
13827914,Mike is going to meet a party.
13864619,Merry is going to get a new game.
13612174,Daniel is going to meet the gym.
13682284,Sarth is going to bring the gym.
13862773,Marth is going to buy a new shop.
13729857,"Jane will buy a new birthday for the gift. They'll be going to go home of his parents's family,"
13731140-1,Emily is going to work.
13680398,Mmy is going to call her mother.
13730772,Helia will join the gym.
13819021,Lylie is going to get a big job.
13611559,"Mren is going to make a test job. She will bring her teacher, but she has not do help the interview with his boss and"
13862818,Darth is going to get a school.
13829829,Menny is going to be a new job.
13611640,"Linda and Mary are going to go to the party. They will meet a new birthday, She's wedding with his parents is coming in their family of the game for her house."
13828103,"Lisa is going to take a new friend. She has been busy with her mother's problem of the lot, but she doesn't know it and He will be some few days."
13829756,Laura is going to make the bathroom.
13729790,The team is going to get a party.
13812001,Emia is going to visit her birthday.
13828618,Rarth is going to see the party.
13729101,"Sren is going to meet a party with the wedding. She's meeting her sister and but she will be been married in his family,"
13731428,"John is going to go for the party. He will meet a new weekend, They'll be coming up with his next week and Tom's house at Friday tomorrow."
13680972,Tom is going to meet a party.
13863010,Daniel is going to see her mother.
13681192,Maren is going to buy a new birthday.
13864835,The cat is going to see a picture.
13727809,Tom is going to meet a party.
13727769,John is going to see the gym.
13865290,Maren is going to get a party with the club.
13828832,John will meet the game.
13716127,John will pick up at the train.
13729042,Jack is going to meet the party.
13818511,"Emia is going to get home with her mother's house. She will be been gone out of the family and she didn't stay in his parents,"
13829996,Lara is going to meet a new night.
13728493,"The doctor is going to take the test. She will be a hospital and but she'll call her appointment,"
13729529,Kena is going to join the exam.
13716897,"Laura will meet a restaurant for the supermarket. She'll go to eat up with her house,"
13730939,"Make is going to take a doctor for the school. He will meet him at his house, but he can come up with her mother's hospital and so she'll go out tomorrow."
13813429,Marth is going to buy a new game.
13828511,Lily is going to get a new job.
13729320-1,Mary is going to take the office.
13729210,San is going to get a test.
